False	Go until jurong point, crazy.. Available only in bugis n great world la e buffet... Cine there got amore wat...
False	Ok lar... Joking wif u oni...
True	Free entry in 2 a wkly comp to win FA Cup final tkts 21st May 2005. Text FA to 87121 to receive entry question(std txt rate)T&C's apply 08452810075over18's
False	U dun say so early hor... U c already then say...
False	Nah I don't think he goes to usf, he lives around here though
True	FreeMsg Hey there darling it's been 3 week's now and no word back! I'd like some fun you up for it still? Tb ok! XxX std chgs to send, £1.50 to rcv
False	Even my brother is not like to speak with me. They treat me like aids patent.
False	As per your request 'Melle Melle (Oru Minnaminunginte Nurungu Vettam)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune
True	WINNER!! As a valued network customer you have been selected to receivea £900 prize reward! To claim call 09061701461. Claim code KL341. Valid 12 hours only.
True	Had your mobile 11 months or more? U R entitled to Update to the latest colour mobiles with camera for Free! Call The Mobile Update Co FREE on 08002986030
False	I'm gonna be home soon and i don't want to talk about this stuff anymore tonight, k? I've cried enough today.
True	SIX chances to win CASH! From 100 to 20,000 pounds txt> CSH11 and send to 87575. Cost 150p/day, 6days, 16+ TsandCs apply Reply HL 4 info
True	URGENT! You have won a 1 week FREE membership in our £100,000 Prize Jackpot! Txt the word: CLAIM to No: 81010 T&C www.dbuk.net LCCLTD POBOX 4403LDNW1A7RW18
False	I've been searching for the right words to thank you for this breather. I promise i wont take your help for granted and will fulfil my promise. You have been wonderful and a blessing at all times.
False	I HAVE A DATE ON SUNDAY WITH WILL!!
True	XXXMobileMovieClub: To use your credit, click the WAP link in the next txt message or click here>> http://wap. xxxmobilemovieclub.com?n=QJKGIGHJJGCBL
False	Oh k...i'm watching here:)
False	Eh u remember how 2 spell his name... Yes i did. He v naughty make until i v wet.
False	Fine if thats the way u feel. Thats the way its gota b
True	England v Macedonia - dont miss the goals/team news. Txt ur national team to 87077 eg ENGLAND to 87077 Try:WALES, SCOTLAND 4txt/ú1.20 POBOXox36504W45WQ 16+
False	Is that seriously how you spell his name?
False	I‘m going to try for 2 months ha ha only joking
False	So ü pay first lar... Then when is da stock comin...
False	Aft i finish my lunch then i go str down lor. Ard 3 smth lor. U finish ur lunch already?
False	Ffffffffff. Alright no way I can meet up with you sooner?
False	Just forced myself to eat a slice. I'm really not hungry tho. This sucks. Mark is getting worried. He knows I'm sick when I turn down pizza. Lol
False	Lol your always so convincing.
False	Did you catch the bus ? Are you frying an egg ? Did you make a tea? Are you eating your mom's left over dinner ? Do you feel my Love ?
False	I'm back &amp; we're packing the car now, I'll let you know if there's room
False	Ahhh. Work. I vaguely remember that! What does it feel like? Lol
False	Wait that's still not all that clear, were you not sure about me being sarcastic or that that's why x doesn't want to live with us
False	Yeah he got in at 2 and was v apologetic. n had fallen out and she was actin like spoilt child and he got caught up in that. Till 2! But we won't go there! Not doing too badly cheers. You? 
False	K tell me anything about you.
False	For fear of fainting with the of all that housework you just did? Quick have a cuppa
True	Thanks for your subscription to Ringtone UK your mobile will be charged £5/month Please confirm by replying YES or NO. If you reply NO you will not be charged
False	Yup... Ok i go home look at the timings then i msg ü again... Xuhui going to learn on 2nd may too but her lesson is at 8am
False	Oops, I'll let you know when my roommate's done
False	I see the letter B on my car
False	Anything lor... U decide...
False	Hello! How's you and how did saturday go? I was just texting to see if you'd decided to do anything tomo. Not that i'm trying to invite myself or anything!
False	Pls go ahead with watts. I just wanted to be sure. Do have a great weekend. Abiola
False	Did I forget to tell you ? I want you , I need you, I crave you ... But most of all ... I love you my sweet Arabian steed ... Mmmmmm ... Yummy
True	07732584351 - Rodger Burns - MSG = We tried to call you re your reply to our sms for a free nokia mobile + free camcorder. Please call now 08000930705 for delivery tomorrow
False	WHO ARE YOU SEEING?
False	Great! I hope you like your man well endowed. I am  &lt;#&gt;  inches...
False	No calls..messages..missed calls
False	Didn't you get hep b immunisation in nigeria.
False	Fair enough, anything going on?
False	Yeah hopefully, if tyler can't do it I could maybe ask around a bit
False	U don't know how stubborn I am. I didn't even want to go to the hospital. I kept telling Mark I'm not a weak sucker. Hospitals are for weak suckers.
False	What you thinked about me. First time you saw me in class.
False	A gram usually runs like  &lt;#&gt; , a half eighth is smarter though and gets you almost a whole second gram for  &lt;#&gt;
False	K fyi x has a ride early tomorrow morning but he's crashing at our place tonight
False	Wow. I never realized that you were so embarassed by your accomodations. I thought you liked it, since i was doing the best i could and you always seemed so happy about "the cave". I'm sorry I didn't and don't have more to give. I'm sorry i offered. I'm sorry your room was so embarassing.
True	SMS. ac Sptv: The New Jersey Devils and the Detroit Red Wings play Ice Hockey. Correct or Incorrect? End? Reply END SPTV
False	Do you know what Mallika Sherawat did yesterday? Find out now @  &lt;URL&gt;
True	Congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! C Suprman V, Matrix3, StarWars3, etc all 4 FREE! bx420-ip4-5we. 150pm. Dont miss out! 
False	Sorry, I'll call later in meeting.
False	Tell where you reached
False	Yes..gauti and sehwag out of odi series.
False	Your gonna have to pick up a $1 burger for yourself on your way home. I can't even move. Pain is killing me.
False	Ha ha ha good joke. Girls are situation seekers.
False	Its a part of checking IQ
False	Sorry my roommates took forever, it ok if I come by now?
False	Ok lar i double check wif da hair dresser already he said wun cut v short. He said will cut until i look nice.
True	As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a £1500 Bonus Prize, call 09066364589
False	Today is "song dedicated day.." Which song will u dedicate for me? Send this to all ur valuable frnds but first rply me...
True	Urgent UR awarded a complimentary trip to EuroDisinc Trav, Aco&Entry41 Or £1000. To claim txt DIS to 87121 18+6*£1.50(moreFrmMob. ShrAcomOrSglSuplt)10, LS1 3AJ
True	Did you hear about the new "Divorce Barbie"? It comes with all of Ken's stuff!
False	I plane to give on this month end.
False	Wah lucky man... Then can save money... Hee...
False	Finished class where are you.
False	HI BABE IM AT HOME NOW WANNA DO SOMETHING? XX
False	K..k:)where are you?how did you performed?
False	U can call me now...
False	I am waiting machan. Call me once you free.
False	Thats cool. i am a gentleman and will treat you with dignity and respect.
False	I like you peoples very much:) but am very shy pa.
False	Does not operate after  &lt;#&gt;  or what
False	Its not the same here. Still looking for a job. How much do Ta's earn there.
False	Sorry, I'll call later
False	K. Did you call me just now ah? 
False	Ok i am on the way to home hi hi
False	You will be in the place of that man
False	Yup next stop.
False	I call you later, don't have network. If urgnt, sms me.
False	For real when u getting on yo? I only need 2 more tickets and one more jacket and I'm done. I already used all my multis.
False	Yes I started to send requests to make it but pain came back so I'm back in bed. Double coins at the factory too. I gotta cash in all my nitros.
False	I'm really not up to it still tonight babe
False	Ela kano.,il download, come wen ur free..
False	Yeah do! Don‘t stand to close tho- you‘ll catch something!
False	Sorry to be a pain. Is it ok if we meet another night? I spent late afternoon in casualty and that means i haven't done any of y stuff42moro and that includes all my time sheets and that. Sorry. 
False	Smile in Pleasure Smile in Pain Smile when trouble pours like Rain Smile when sum1 Hurts U Smile becoz SOMEONE still Loves to see u Smiling!!
True	Please call our customer service representative on 0800 169 6031 between 10am-9pm as you have WON a guaranteed £1000 cash or £5000 prize!
False	Havent planning to buy later. I check already lido only got 530 show in e afternoon. U finish work already?
True	Your free ringtone is waiting to be collected. Simply text the password "MIX" to 85069 to verify. Get Usher and Britney. FML, PO Box 5249, MK17 92H. 450Ppw 16
False	Watching telugu movie..wat abt u?
